text,location
photoset: theperfectbaiter: look whose up next!!! cristain monge (the puerto rican twerker) is back!!!!... https://t.co/nkrwqeyjov,5
the 18 best wine bars in the country (no. 1 is in nyc!): https://t.co/mldhup4ylt https://t.co/b67u8maoxc,31
michael schuckman dir of big data and analytics @ibm worldwide puredata for analytics business partner of the year https://t.co/cd316vib2w,29
uploading my videos to youtube today!! :) keep on the lookout for them! on my channels at oceanamermaid426 &amp; ck dep :) love you all! :),2
due to technical difficulties the 10k week announcement video will be out later tonight i will be uploading bursted's episode in 20 minutes,12
brand new record off the #purpleclouds mixtape #pussypillspowder @kingkutta6 https://t.co/vfzd6po6gn,48
q&amp;a: why #opendata is an opportunity for the private sector https://t.co/x9tsmptv2g via @nextgov cc: @kmerritt @socrata,46
is it weird to take naps in the grass?,42
the return of paganism: will paganism become become the main religion of america? https://t.co/u3d66krv7o,46
the 11 worst foods to eat when you're stressed https://t.co/zeedyk4mdk,34
"check out the kyc2020 product demo on youtube!!!

https://t.co/sue39pv6td",12
follow your dreams and the rest will come,45
woohoo @codecademy! congrats on having 401.5k facebook likes! the most of your competitors: https://t.co/pzxljjxuac,4
the fastest growing #stemcell account on twitter https://t.co/my4128aigc https://t.co/gcvlsfyjhe,22
a piece of exciting news: we are now taking pre-orders for james' latest book scheduled to be released december... https://t.co/rh7rqisbki,42
all the details and photos from kim kardashian's second baby shower https://t.co/hv9dg30f4z,13
legend of zelda the ocarina of time (usa) ~ gameplay ~ opening ~ n64 ~ 720p ~ 2015 ~ w10: https://t.co/th9kod39f5 via @youtube,39
for the 144 colleges that missed the mark on enrollment and revenue: no easy fix https://t.co/dnikb2bbhw via @chronicle,46
wear your kc gear tomorrow bulldogs! pledge to care about your community and support the @royals! #ope #takethecrown #redribbonweek,37
@tonygrossi to your point about mccown being only guy in locker room. from charlotte and the panthers https://t.co/pktbs8ufjm,32
#torladiesnight...you just never know who you might see! or who might win the #loubs! see you tonight! https://t.co/sbzex5zn1u,12
this kid really does look exactly like sbu though.....the resemblance is uncanny! _٪__ #gh,29
who's coming to see the story so far on friday @ the castle with me and ryan?! _,12
@frezro i like how the only person in the raid group so far is a dps. lel... is this horde?,39
i liked a @youtube video from @mcjuggernuggets https://t.co/mcgo5tfniv the juggies powwow -- discipline/perseverance,34
foto: concert bring me the horizon __ https://t.co/lri2487ozv,17
trick or treat in the tower. got my oryx mask lol  #ps4share https://t.co/dnb855fhwm,41
@mkbhd @nogamename11 where's the review bruh!!,42
"@aarondmiller2 @actforisrael 
the 2nd worst president of the last hundred years! https://t.co/u7z6pmbzqg",20
the more you mouth off about me the happier i get _,42
on the sea // beach house,27
lola is winning a red cross everyday hero award for community service for the work she does at numerous charities! https://t.co/qxfomh9ua4,27
bring your kids to the store tomorrow between 10 and 6pm to find the bike(s) you need for some family fun. https://t.co/tgldxfbjoc,11
@kevinhoctor where is the software or way to use it with my mac? we don۪t own a tv.  :/,4
ashoka fellows are the black belts of social change -@marinakim #socialchangehighered,24
before the money there was love but before the money it was tough,45
if you havn't seen the new levels of broforce here they are in all their terror https://t.co/0dwj6fyo9l #letsplay #sgamers #indiegamer,8
"@z100newyork please let me attend the future now vip party tonight i love demi and nick #z100futurenow 
___________ x122",42
"""dear newspaper publishers...people are calling you names."" @rji's @hearvox on site speed https://t.co/0nfliflaru",4
"longtime dc radio broadcaster ed walker dies at 83: walker host of ""the big broadcast"" on sundays... https://t.co/ps4bsixnhu #gtownnews",46
the imitation candy corn game #halloweenschmovies,31
.@slimfast965 knows the way to my heart https://t.co/u5wojpcalr,15
i'm soooooo horrible in the kitchen.. lol i will even burn hotdogs,23
"pharrell doesn't look too happy in his depositions from the ""blurred lines"" lawsuit [video] - https://t.co/237dza8w94",31
"i just uploaded ""the sparrows go up and down"" to the @vangoart marketplace #original #art https://t.co/zken6nmpqv",29
"from marvin miller

in response to some of the concerns brought up about the hunger strikers i gave a summary... https://t.co/kfvuvpnb7v",21
to all the people who shit talked crocs and now suddenly have a pair rot in hell. that is all.,12
the moment tp tickets go on sale i'm buying them.,42
#h2hchat it is critical that the top leader embrace and sell social to the team,8
some people just do whatever they feel like to get whatever they want and don't even care about the people they step on in the process,42
"he has lost it!

glenn beck lists off the republicans he couldn۪t vote for even if it was barac... https://t.co/gtagvg1qou via @theblaze",20
last period of the day. don't know if i can make it..,4
i just called on the presidential candidates to lay out a concrete plan to #fightbigmoney in politics! join here: https://t.co/l72wot8ra4,48
the realist person i know my boy #jr. i'm gonna make it happen for us! https://t.co/chw2vsf3oj,9
jesus take the wheel,7
5 things you can do tonight to reverse the u.s. food crisis https://t.co/567lsrwloh,4
must be nice to not have a full time job and be able to workout go to the beach and do literally nothing all day! #goals,4
"the "" #lynx "" bus system in #orlando fl. is just another reason y you should avoid this place; save your $. #orlandosucks #transitfail",13
its time to #wakeupamerica join the cyber war against #isis follow @digitashadow for more deets #ghostsec #opisis #opiceisis #tcot,13
@sandiegooffers thanks for the follow- have a great day!,4
join us this thursday @ 7 pm in the fine arts center for @acptweets' artist's talk with kathryn kolb. #pacearts https://t.co/sfnexz8a07,9
really just have to brush shit off and focus on the goal,6
@catoletters @empyrenews maybe prince andrew's chick are now old hags since they passed the big 1-3?,20
@daysofourlives @deidrehall @galengering @officialnichols @huffpostlive are you adding more dates for the #days50 book release?,22
#twd fans are the worst when it comes to spoilers and i know many feel like rick here. poor coral ha ha. the... https://t.co/7ehcy52ylv,4
#openstack cloudify meets kubernetes - enhancing the integration: submitted by  lhunephel  [link] [comment] https://t.co/poay9dfoab,42
@racheljoness_ come to the library,42
i liked a @youtube video https://t.co/nh4uicsijq black veil brides - in the studio - part 04,4
i love basketball more than football but the nfl is just better than the nba.,20
you were the first and last person i ever trusted.,5
@superheroroxi #ooc dallas comes to atlanta for the nfc title!,4
fans follow the link below for the latest information on the cowgirl softball diamond club. #okstate https://t.co/huet8pkfmj,35
#istandwithshafer .. the man is building a young talented team that needs time to learn how to win. anybody that can't see that is blind,46
i bet the girl wearing the star wars hoodie is seeing a lot of action recently,20
how the fuck did i get a splinter this is not 2002,0
@candysroses9 the fact that it's so convenient when you're running late _,13
@faze_osama who the fuck even are u,36
@costacoffee do you add some pumpkins in your latte like starbucks for halloween? to be honest you are the best! ;),13
@obviousostrich @crazyanimals_ also marriage is the #1 cause of divorce,41
@ceresarabs the problem isnt necessarily the turnover but who replaced those departed players. if jackie would of took st money and bought,37
@revereboston who won the pet contest?!?,20
i'm so excited to see my friends i'm screaming!!! i'm nervous about finishing things but the thought of my friens is keeping me strong,34
@amaradarkness feeling the pain in my shoulder *,13
you're going to want to tune into @colbertlateshow tonight for @chancetherapper. trust us. https://t.co/ojokwkchg9 https://t.co/9gkbwzoikh,31
rand paul۪s point of no return: the gop establishment tells him to back off his white house campaign https://t.co/1wohqinkav,8
thanks for the recent follow @willirikki @bgardner7788 @varnavinav happy to connect :) have a great monday. (via https://t.co/msh5poz0na),42
" #nowplaying: ""thanks for listening to 95.7 the panther"" by proactiv solutions on wpnt  https://t.co/791vdmsxbx",9
@tabbiewolf i think it'll be the same schedule i have now just without the commute! i actually don't mind having wed-thu off.,36
#news march against monsanto signs up as health merchant to joins forces with the $gpdb @gpdb https://t.co/1x3zalwi4a @nazir_manzoor,32
the hills are alive with the sound of... yeah i don't know how to finish that joke to make it funny. https://t.co/iuar0aiun5,12
"@morley1856 this is too good!!!!
if angels in the outfield happened for real (30 for 30 parody) https://t.co/uocgkn2ulx",4
thanks to all for supporting bay village burger the last month! we have decided to end bvb for the near future stay tuned for updates!,20
curious how many schools have hosted gameday for basketball and then gameday for football the next year (or vice versa),37
momma changing the sheets turned into shihtzu/bichon sister wrasslin'_ https://t.co/lslgmjq37w,42
ill never be able to afford a ps4..... now i cant get the zombie dance.....,31
@onedirection  artist of the year #vmas,31
"joe sestak - wikipedia the free encyclopedia
https://t.co/blg2dofgqy https://t.co/oaurlbymtt",37
it feels so good in the bay area today! i'm loving this summer weather in october!,4
"@michelledbeadle it's not a reporter's job to rehabilitate someone. the ""apology"" interview is compelling if person means it. here?  nope.",32
